workerid,n,pic,rt,response,browser
NA,20,9592,3450,1,Chrome
NA,18,9373,8166,3,Chrome
NA,14,9181,4672,7,Chrome
NA,15,9250,2569,5,Chrome
NA,9,6212,3303,6,Chrome
NA,12,8230,2550,3,Chrome
NA,1,1052,2622,1,Chrome
NA,4,2053,3861,4,Chrome
NA,5,3160,10138,4,Chrome
NA,13,9042,3933,6,Chrome
NA,9,6212,19170,5,Chrome
NA,20,9592,6079,6,Chrome
NA,8,3550.1,6014,6,Chrome
NA,1,1052,5476,4,Chrome
NA,5,3160,5198,6,Chrome
NA,3,1274,5674,5,Chrome
NA,2,1220,4963,7,Chrome
NA,15,9250,4094,6,Chrome
NA,11,6838,9771,5,Chrome
NA,19,9584,5940,5,Chrome
NA,17,9320,8609,4,Chrome
NA,16,9300,6018,6,Chrome
NA,7,3530,12348,5,Chrome
NA,14,9181,2997,7,Chrome
NA,12,8230,8050,3,Chrome
NA,10,6550,6123,4,Chrome
NA,4,2053,8645,7,Chrome
NA,18,9373,9490,6,Chrome
NA,13,9042,8769,4,Chrome
NA,6,3220,6941,4,Chrome
NA,14,9181,5665,5,Firefox
NA,10,6550,2506,6,Firefox
NA,16,9300,2637,4,Firefox
NA,11,6838,7206,5,Firefox
NA,7,3530,4478,5,Firefox
NA,5,3160,4304,4,Firefox
NA,3,1274,2960,3,Firefox
NA,18,9373,5334,3,Firefox
NA,17,9320,2416,3,Firefox
NA,6,3220,4506,3,Firefox
NA,12,8230,3455,4,Firefox
NA,4,2053,3507,2,Firefox
NA,19,9584,2450,2,Firefox
NA,15,9250,4485,4,Firefox
NA,1,1052,2487,2,Firefox
NA,9,6212,5039,4,Firefox
NA,20,9592,3051,2,Firefox
NA,2,1220,2316,2,Firefox
NA,8,3550.1,7113,5,Firefox
NA,13,9042,4366,3,Firefox
NA,14,9181,5833,7,Chrome
NA,19,9584,4783,5,Chrome
NA,4,2053,4703,7,Chrome
NA,15,9250,12473,6,Chrome
NA,2,1220,3793,6,Chrome
NA,5,3160,5821,6,Chrome
NA,11,6838,14244,6,Chrome
NA,1,1052,3474,7,Chrome
NA,10,6550,8609,7,Chrome
NA,13,9042,3876,7,Chrome
NA,17,9320,4103,7,Chrome
NA,12,8230,3751,7,Chrome
NA,7,3530,5839,7,Chrome
NA,6,3220,9666,6,Chrome
NA,3,1274,2027,6,Chrome
NA,16,9300,2247,7,Chrome
NA,18,9373,2290,7,Chrome
NA,9,6212,2490,7,Chrome
NA,20,9592,5064,5,Chrome
NA,8,3550.1,5364,7,Chrome
NA,1,1052,9451,5,Mozilla
NA,14,9181,9148,5,Mozilla
NA,3,1274,2336,2,Mozilla
NA,12,8230,3155,4,Mozilla
NA,17,9320,3012,5,Mozilla
NA,13,9042,6328,5,Mozilla
NA,2,1220,6021,4,Mozilla
NA,11,6838,11075,3,Mozilla
NA,9,6212,4734,5,Mozilla
NA,8,3550.1,2213,5,Mozilla
NA,15,9250,4318,4,Mozilla
NA,6,3220,6017,3,Mozilla
NA,20,9592,3421,2,Mozilla
NA,10,6550,5188,6,Mozilla
NA,18,9373,4126,3,Mozilla
NA,4,2053,6636,5,Mozilla
NA,19,9584,2426,2,Mozilla
NA,7,3530,4076,5,Mozilla
NA,5,3160,2676,2,Mozilla
NA,16,9300,1896,6,Mozilla
NA,4,2053,11838,4,Explorer
NA,2,1220,3371,5,Explorer
NA,16,9300,8060,5,Explorer
NA,20,9592,5927,1,Explorer
NA,6,3220,5339,2,Explorer
NA,3,1274,6162,2,Explorer
NA,9,6212,16639,2,Explorer
NA,13,9042,7735,1,Explorer
NA,18,9373,10209,1,Explorer
NA,15,9250,10077,2,Explorer
NA,7,3530,11022,4,Explorer
NA,17,9320,6712,3,Explorer
NA,10,6550,8928,6,Explorer
NA,1,1052,7890,7,Explorer
NA,5,3160,10231,2,Explorer
NA,11,6838,12029,6,Explorer
NA,8,3550.1,18306,4,Explorer
NA,14,9181,8784,4,Explorer
NA,12,8230,7626,2,Explorer
NA,19,9584,10754,1,Explorer
NA,12,8230,7383,4,Firefox
NA,2,1220,4251,2,Firefox
NA,11,6838,6017,3,Firefox
NA,6,3220,5794,1,Firefox
NA,19,9584,5112,4,Firefox
NA,10,6550,4020,6,Firefox
NA,16,9300,2182,5,Firefox
NA,15,9250,6028,4,Firefox
NA,17,9320,2510,6,Firefox
NA,18,9373,6215,3,Firefox
NA,1,1052,1574,1,Firefox
NA,20,9592,2157,1,Firefox
NA,4,2053,2510,1,Firefox
NA,3,1274,2727,1,Firefox
NA,7,3530,5395,2,Firefox
NA,5,3160,2558,2,Firefox
NA,13,9042,2279,1,Firefox
NA,14,9181,3316,3,Firefox
NA,8,3550.1,5087,4,Firefox
NA,9,6212,3270,3,Firefox
NA,1,1052,2996,2,Chrome
NA,3,1274,690,5,Chrome
NA,7,3530,428,5,Chrome
NA,19,9584,4563,3,Chrome
NA,17,9320,540,4,Chrome
NA,6,3220,325,4,Chrome
NA,18,9373,411,5,Chrome
NA,15,9250,669,3,Chrome
NA,20,9592,292,5,Chrome
NA,10,6550,398,6,Chrome
NA,9,6212,484,5,Chrome
NA,11,6838,1316,5,Chrome
NA,4,2053,1268,3,Chrome
NA,5,3160,734,3,Chrome
NA,12,8230,636,3,Chrome
NA,8,3550.1,972,6,Chrome
NA,16,9300,509,5,Chrome
NA,13,9042,5747,4,Chrome
NA,14,9181,3691,5,Chrome
NA,2,1220,582,4,Chrome
NA,12,8230,6234,7,Chrome
NA,3,1274,2107,7,Chrome
NA,5,3160,906,7,Chrome
NA,19,9584,646,7,Chrome
NA,9,6212,1154,7,Chrome
NA,15,9250,1109,7,Chrome
NA,11,6838,1172,7,Chrome
NA,20,9592,1231,7,Chrome
NA,4,2053,780,7,Chrome
NA,14,9181,1230,7,Chrome
NA,8,3550.1,22192,7,Chrome
NA,7,3530,24982,7,Chrome
NA,2,1220,410,7,Chrome
NA,16,9300,451,7,Chrome
NA,17,9320,450,7,Chrome
NA,18,9373,908,7,Chrome
NA,13,9042,530,7,Chrome
NA,10,6550,516,7,Chrome
NA,6,3220,1357,7,Chrome
NA,1,1052,580,7,Chrome
NA,17,9320,4376,5,Chrome
NA,6,3220,31616,4,Chrome
NA,7,3530,8003,5,Chrome
NA,20,9592,3381,2,Chrome
NA,11,6838,1890,2,Chrome
NA,9,6212,2344,3,Chrome
NA,4,2053,3000,3,Chrome
NA,14,9181,4526,4,Chrome
NA,18,9373,5222,5,Chrome
NA,2,1220,2095,2,Chrome
NA,19,9584,2688,2,Chrome
NA,5,3160,2282,5,Chrome
NA,13,9042,2533,5,Chrome
NA,8,3550.1,2547,4,Chrome
NA,3,1274,2670,1,Chrome
NA,1,1052,1893,2,Chrome
NA,15,9250,2235,2,Chrome
NA,12,8230,2186,3,Chrome
NA,16,9300,1939,6,Chrome
NA,10,6550,3048,6,Chrome
NA,19,9584,8598,6,Mozilla
NA,4,2053,2796,7,Mozilla
NA,15,9250,3955,6,Mozilla
NA,16,9300,2334,7,Mozilla
NA,10,6550,2003,5,Mozilla
NA,3,1274,5290,4,Mozilla
NA,14,9181,2950,4,Mozilla
NA,9,6212,11570,6,Mozilla
NA,20,9592,2684,4,Mozilla
NA,18,9373,1949,4,Mozilla
NA,6,3220,6449,4,Mozilla
NA,12,8230,1550,4,Mozilla
NA,1,1052,3634,4,Mozilla
NA,2,1220,1412,4,Mozilla
NA,17,9320,2651,6,Mozilla
NA,7,3530,6809,5,Mozilla
NA,8,3550.1,5729,6,Mozilla
NA,5,3160,2391,5,Mozilla
NA,11,6838,3014,7,Mozilla
NA,13,9042,4371,6,Mozilla
NA,18,9373,9533,5,Chrome
NA,6,3220,8048,5,Chrome
NA,5,3160,11716,4,Chrome
NA,10,6550,4501,5,Chrome
NA,16,9300,3559,5,Chrome
NA,8,3550.1,10847,6,Chrome
NA,11,6838,8550,5,Chrome
NA,15,9250,2985,6,Chrome
NA,19,9584,4928,4,Chrome
NA,4,2053,11985,5,Chrome
NA,12,8230,3068,4,Chrome
NA,20,9592,57726,4,Chrome
NA,17,9320,3985,5,Chrome
NA,3,1274,2783,4,Chrome
NA,13,9042,2125,5,Chrome
NA,1,1052,2020,4,Chrome
NA,2,1220,1656,4,Chrome
NA,14,9181,2469,6,Chrome
NA,9,6212,16442,4,Chrome
NA,7,3530,6845,5,Chrome
NA,1,1052,10572,6,Chrome
NA,20,9592,3538,6,Chrome
NA,8,3550.1,2838,7,Chrome
NA,4,2053,6196,1,Chrome
NA,17,9320,2781,7,Chrome
NA,3,1274,1826,5,Chrome
NA,16,9300,1234,7,Chrome
NA,9,6212,3591,6,Chrome
NA,10,6550,2536,7,Chrome
NA,13,9042,918,7,Chrome
NA,7,3530,2289,6,Chrome
NA,11,6838,5815,5,Chrome
NA,19,9584,821,6,Chrome
NA,12,8230,2946,4,Chrome
NA,5,3160,24352,3,Chrome
NA,2,1220,24421,7,Chrome
NA,18,9373,5519,5,Chrome
NA,6,3220,4139,5,Chrome
NA,15,9250,5871,4,Chrome
NA,14,9181,2433,6,Chrome
NA,16,9300,8089,7,Safari
NA,3,1274,4948,5,Safari
NA,20,9592,3541,7,Safari
NA,1,1052,5453,1,Safari
NA,4,2053,5733,5,Safari
NA,13,9042,5109,3,Safari
NA,11,6838,17918,2,Safari
NA,7,3530,9076,3,Safari
NA,9,6212,5541,7,Safari
NA,10,6550,3037,7,Safari
NA,15,9250,2964,7,Safari
NA,12,8230,4188,4,Safari
NA,8,3550.1,15253,2,Safari
NA,14,9181,2853,7,Safari
NA,17,9320,4677,7,Safari
NA,5,3160,4893,4,Safari
NA,19,9584,5373,1,Safari
NA,2,1220,2477,1,Safari
NA,6,3220,7389,3,Safari
NA,18,9373,7461,3,Safari
NA,13,9042,13630,7,Mozilla
NA,6,3220,12728,5,Mozilla
NA,16,9300,5947,4,Mozilla
NA,8,3550.1,6912,5,Mozilla
NA,7,3530,3461,7,Mozilla
NA,5,3160,3917,7,Mozilla
NA,10,6550,7938,7,Mozilla
NA,12,8230,5110,3,Mozilla
NA,18,9373,5818,2,Mozilla
NA,11,6838,19681,4,Mozilla
NA,17,9320,7417,4,Mozilla
NA,20,9592,4251,4,Mozilla
NA,19,9584,4700,3,Mozilla
NA,1,1052,3693,2,Mozilla
NA,14,9181,4669,7,Mozilla
NA,15,9250,5480,5,Mozilla
NA,2,1220,3100,3,Mozilla
NA,9,6212,10944,4,Mozilla
NA,3,1274,3750,3,Mozilla
NA,4,2053,6082,7,Mozilla
NA,19,9584,9003,6,Firefox
NA,17,9320,2537,7,Firefox
NA,1,1052,2075,4,Firefox
NA,7,3530,4256,6,Firefox
NA,6,3220,6561,7,Firefox
NA,3,1274,9078,7,Firefox
NA,14,9181,7040,7,Firefox
NA,13,9042,2035,5,Firefox
NA,2,1220,1569,5,Firefox
NA,4,2053,2761,3,Firefox
NA,18,9373,7871,4,Firefox
NA,8,3550.1,10387,5,Firefox
NA,12,8230,1469,3,Firefox
NA,10,6550,11099,6,Firefox
NA,9,6212,12374,7,Firefox
NA,20,9592,5404,2,Firefox
NA,5,3160,1886,6,Firefox
NA,15,9250,1794,7,Firefox
NA,16,9300,4418,4,Firefox
NA,11,6838,1955,7,Firefox
NA,10,6550,15635,7,Safari
NA,15,9250,5698,7,Safari
NA,13,9042,2748,6,Safari
NA,17,9320,2501,6,Safari
NA,18,9373,3701,7,Safari
NA,7,3530,3212,4,Safari
NA,4,2053,4291,4,Safari
NA,5,3160,9634,5,Safari
NA,20,9592,3115,3,Safari
NA,11,6838,7698,3,Safari
NA,12,8230,8684,4,Safari
NA,8,3550.1,7828,4,Safari
NA,19,9584,4540,5,Safari
NA,3,1274,2507,7,Safari
NA,2,1220,2115,5,Safari
NA,9,6212,3204,5,Safari
NA,1,1052,1755,3,Safari
NA,6,3220,4429,3,Safari
NA,14,9181,2797,5,Safari
NA,16,9300,25522,7,Safari
NA,14,9181,12299,4,Mozilla
NA,1,1052,2321,1,Mozilla
NA,3,1274,5143,2,Mozilla
NA,17,9320,4865,7,Mozilla
NA,7,3530,2995,5,Mozilla
NA,13,9042,3625,4,Mozilla
NA,20,9592,3211,7,Mozilla
NA,16,9300,982,7,Mozilla
NA,19,9584,4502,4,Mozilla
NA,15,9250,4871,6,Mozilla
NA,18,9373,4444,7,Mozilla
NA,12,8230,2497,6,Mozilla
NA,2,1220,2718,1,Mozilla
NA,4,2053,3025,3,Mozilla
NA,8,3550.1,2227,5,Mozilla
NA,5,3160,3862,3,Mozilla
NA,11,6838,12773,7,Mozilla
NA,10,6550,2294,6,Mozilla
NA,6,3220,3407,5,Mozilla
NA,9,6212,2923,6,Mozilla
NA,14,9181,4113,7,Chrome
NA,16,9300,2172,7,Chrome
NA,7,3530,4299,4,Chrome
NA,6,3220,3461,4,Chrome
NA,3,1274,2578,6,Chrome
NA,11,6838,7531,4,Chrome
NA,10,6550,2735,5,Chrome
NA,8,3550.1,2927,4,Chrome
NA,5,3160,2292,6,Chrome
NA,9,6212,2114,5,Chrome
NA,19,9584,1972,4,Chrome
NA,1,1052,2972,1,Chrome
NA,4,2053,2939,6,Chrome
NA,2,1220,2166,4,Chrome
NA,17,9320,1483,5,Chrome
NA,13,9042,1953,7,Chrome
NA,12,8230,1754,6,Chrome
NA,15,9250,2209,5,Chrome
NA,18,9373,1894,5,Chrome
NA,20,9592,1829,2,Chrome
NA,9,6212,13903,7,Chrome
NA,6,3220,10876,6,Chrome
NA,8,3550.1,2396,7,Chrome
NA,12,8230,6508,7,Chrome
NA,10,6550,2362,7,Chrome
NA,20,9592,4372,1,Chrome
NA,16,9300,1933,7,Chrome
NA,18,9373,4043,7,Chrome
NA,2,1220,3107,5,Chrome
NA,11,6838,6495,7,Chrome
NA,5,3160,1928,7,Chrome
NA,19,9584,4122,5,Chrome
NA,13,9042,10789,7,Chrome
NA,14,9181,5250,7,Chrome
NA,3,1274,14934,7,Chrome
NA,17,9320,2112,7,Chrome
NA,1,1052,3396,5,Chrome
NA,15,9250,6038,7,Chrome
NA,7,3530,4775,7,Chrome
NA,4,2053,7156,7,Chrome
NA,19,9584,2871,2,Chrome
NA,3,1274,1754,7,Chrome
NA,11,6838,17583,4,Chrome
NA,10,6550,24242,6,Chrome
NA,6,3220,3600,4,Chrome
NA,14,9181,27399,6,Chrome
NA,2,1220,2400,4,Chrome
NA,12,8230,1815,4,Chrome
NA,15,9250,9518,3,Chrome
NA,18,9373,3124,4,Chrome
NA,16,9300,43968,6,Chrome
NA,5,3160,2256,5,Chrome
NA,9,6212,1815,5,Chrome
NA,13,9042,2961,4,Chrome
NA,20,9592,29076,2,Chrome
NA,8,3550.1,63074,6,Chrome
NA,1,1052,26971,1,Chrome
NA,4,2053,3026,3,Chrome
NA,17,9320,70311,7,Chrome
NA,7,3530,2895,5,Chrome
NA,4,2053,2847,2,Chrome
NA,16,9300,3265,6,Chrome
NA,17,9320,762,7,Chrome
NA,8,3550.1,1687,5,Chrome
NA,13,9042,2080,3,Chrome
NA,7,3530,2008,3,Chrome
NA,12,8230,958,5,Chrome
NA,5,3160,2427,2,Chrome
NA,20,9592,816,3,Chrome
NA,19,9584,18070,2,Chrome
NA,15,9250,2050,3,Chrome
NA,3,1274,37590,2,Chrome
NA,6,3220,27848,2,Chrome
NA,2,1220,393,3,Chrome
NA,1,1052,489,2,Chrome
NA,9,6212,538,2,Chrome
NA,10,6550,517,3,Chrome
NA,14,9181,449,1,Chrome
NA,11,6838,410,2,Chrome
NA,18,9373,20643,3,Chrome
NA,7,3530,12157,4,Chrome
NA,10,6550,6068,7,Chrome
NA,4,2053,5536,3,Chrome
NA,3,1274,1763,7,Chrome
NA,2,1220,1079,7,Chrome
NA,16,9300,1256,7,Chrome
NA,18,9373,1508,7,Chrome
NA,5,3160,2050,4,Chrome
NA,6,3220,3362,4,Chrome
NA,11,6838,6988,4,Chrome
NA,20,9592,1231,4,Chrome
NA,8,3550.1,3449,5,Chrome
NA,12,8230,1599,4,Chrome
NA,14,9181,2480,4,Chrome
NA,1,1052,4180,1,Chrome
NA,15,9250,1055,4,Chrome
NA,19,9584,2129,3,Chrome
NA,17,9320,2199,7,Chrome
NA,13,9042,1446,7,Chrome
NA,9,6212,2065,7,Chrome
NA,10,6550,16796,7,Firefox
NA,4,2053,12104,5,Firefox
NA,5,3160,6658,6,Firefox
NA,20,9592,15602,3,Firefox
NA,17,9320,7623,7,Firefox
NA,2,1220,9451,4,Firefox
NA,7,3530,9210,6,Firefox
NA,16,9300,5769,6,Firefox
NA,6,3220,7752,6,Firefox
NA,13,9042,6661,7,Firefox
NA,11,6838,19726,6,Firefox
NA,18,9373,9819,5,Firefox
NA,9,6212,6718,6,Firefox
NA,14,9181,15274,5,Firefox
NA,3,1274,5397,4,Firefox
NA,15,9250,8651,5,Firefox
NA,12,8230,6066,6,Firefox
NA,1,1052,5071,5,Firefox
NA,19,9584,9137,5,Firefox
NA,8,3550.1,6085,6,Firefox
NA,7,3530,4560,4,Firefox
NA,15,9250,7632,3,Firefox
NA,2,1220,2931,1,Firefox
NA,5,3160,4090,5,Firefox
NA,19,9584,4643,4,Firefox
NA,9,6212,10580,4,Firefox
NA,8,3550.1,6930,3,Firefox
NA,20,9592,3041,2,Firefox
NA,18,9373,4123,4,Firefox
NA,17,9320,4308,3,Firefox
NA,12,8230,10266,3,Firefox
NA,1,1052,1954,1,Firefox
NA,4,2053,7083,2,Firefox
NA,6,3220,5426,2,Firefox
NA,3,1274,2883,4,Firefox
NA,13,9042,4811,3,Firefox
NA,11,6838,4476,3,Firefox
NA,14,9181,5388,5,Firefox
NA,16,9300,4603,5,Firefox
NA,10,6550,4889,4,Firefox
NA,19,9584,2878,5,Chrome
NA,3,1274,1786,6,Chrome
NA,7,3530,5163,6,Chrome
NA,13,9042,2398,5,Chrome
NA,12,8230,2005,2,Chrome
NA,5,3160,5574,5,Chrome
NA,2,1220,1405,3,Chrome
NA,20,9592,129663,3,Chrome
NA,18,9373,245856,1,Chrome
NA,17,9320,1049,1,Chrome
NA,14,9181,1261,3,Chrome
NA,1,1052,100485,1,Chrome
NA,8,3550.1,1528,6,Chrome
NA,6,3220,62578,6,Chrome
NA,4,2053,1844,5,Chrome
NA,11,6838,97352,5,Chrome
NA,9,6212,2436,6,Chrome
NA,10,6550,1150,7,Chrome
NA,15,9250,12281,6,Chrome
NA,16,9300,1472,3,Chrome
NA,20,9592,3645,3,Chrome
NA,13,9042,4296,6,Chrome
NA,9,6212,6604,6,Chrome
NA,12,8230,2502,5,Chrome
NA,16,9300,3995,5,Chrome
NA,4,2053,7553,7,Chrome
NA,2,1220,2537,2,Chrome
NA,10,6550,3733,5,Chrome
NA,8,3550.1,4909,5,Chrome
NA,17,9320,4520,5,Chrome
NA,18,9373,5554,5,Chrome
NA,3,1274,8981,2,Chrome
NA,7,3530,3839,6,Chrome
NA,1,1052,2296,2,Chrome
NA,15,9250,7499,5,Chrome
NA,19,9584,3622,4,Chrome
NA,11,6838,45644,6,Chrome
NA,6,3220,6156,4,Chrome
NA,5,3160,3498,4,Chrome
NA,14,9181,5301,5,Chrome
NA,12,8230,18689,4,Chrome
NA,3,1274,1766,2,Chrome
NA,6,3220,4579,3,Chrome
NA,5,3160,3627,4,Chrome
NA,8,3550.1,3252,5,Chrome
NA,18,9373,4746,3,Chrome
NA,15,9250,2890,4,Chrome
NA,11,6838,5223,2,Chrome
NA,20,9592,1863,1,Chrome
NA,19,9584,2595,2,Chrome
NA,2,1220,3001,1,Chrome
NA,14,9181,6127,5,Chrome
NA,1,1052,1564,1,Chrome
NA,10,6550,3142,3,Chrome
NA,17,9320,4658,5,Chrome
NA,4,2053,52166,1,Chrome
NA,7,3530,4393,3,Chrome
NA,13,9042,5925,5,Chrome
NA,16,9300,2478,6,Chrome
NA,9,6212,7660,5,Chrome
NA,12,8230,5860,2,Chrome
NA,9,6212,4478,3,Chrome
NA,5,3160,4549,4,Chrome
NA,17,9320,3918,4,Chrome
NA,20,9592,2687,1,Chrome
NA,8,3550.1,3294,3,Chrome
NA,19,9584,4018,1,Chrome
NA,14,9181,3783,3,Chrome
NA,6,3220,4740,2,Chrome
NA,11,6838,3632,2,Chrome
NA,4,2053,8300,3,Chrome
NA,2,1220,5518,4,Chrome
NA,18,9373,8344,4,Chrome
NA,3,1274,3621,3,Chrome
NA,13,9042,6900,3,Chrome
NA,10,6550,6676,3,Chrome
NA,16,9300,2387,5,Chrome
NA,1,1052,5037,3,Chrome
NA,7,3530,2662,3,Chrome
NA,15,9250,4676,3,Chrome
NA,8,3550.1,33713,4,Mozilla
NA,3,1274,190376,5,Mozilla
NA,19,9584,10705,4,Mozilla
NA,9,6212,13390,5,Mozilla
NA,20,9592,7075,1,Mozilla
NA,17,9320,14736,2,Mozilla
NA,13,9042,27024,2,Mozilla
NA,14,9181,9155,6,Mozilla
NA,15,9250,12004,2,Mozilla
NA,5,3160,21285,2,Mozilla
NA,11,6838,18722,3,Mozilla
NA,12,8230,8340,2,Mozilla
NA,1,1052,9945,1,Mozilla
NA,16,9300,5963,4,Mozilla
NA,6,3220,19154,2,Mozilla
NA,18,9373,16923,1,Mozilla
NA,2,1220,5552,1,Mozilla
NA,7,3530,8101,3,Mozilla
NA,10,6550,19855,4,Mozilla
NA,4,2053,18023,2,Mozilla
NA,3,1274,4482,6,Chrome
NA,9,6212,5966,4,Chrome
NA,16,9300,2602,7,Chrome
NA,19,9584,3053,5,Chrome
NA,1,1052,4372,2,Chrome
NA,6,3220,4033,4,Chrome
NA,15,9250,2653,5,Chrome
NA,8,3550.1,2222,5,Chrome
NA,14,9181,2631,6,Chrome
NA,18,9373,1440,6,Chrome
NA,2,1220,1081,7,Chrome
NA,5,3160,3098,5,Chrome
NA,4,2053,3251,4,Chrome
NA,10,6550,2290,5,Chrome
NA,13,9042,2448,6,Chrome
NA,20,9592,2974,3,Chrome
NA,11,6838,2852,4,Chrome
NA,17,9320,2243,7,Chrome
NA,7,3530,2655,5,Chrome
NA,12,8230,3455,4,Chrome
NA,14,9181,5145,6,Firefox
NA,2,1220,5454,7,Firefox
NA,13,9042,4625,4,Firefox
NA,8,3550.1,3435,3,Firefox
NA,5,3160,3810,2,Firefox
NA,15,9250,4131,3,Firefox
NA,6,3220,9890,2,Firefox
NA,17,9320,4504,3,Firefox
NA,9,6212,10216,3,Firefox
NA,1,1052,5303,2,Firefox
NA,20,9592,6111,1,Firefox
NA,11,6838,7490,2,Firefox
NA,10,6550,5972,5,Firefox
NA,19,9584,17728,3,Firefox
NA,18,9373,7322,1,Firefox
NA,4,2053,16363,4,Firefox
NA,3,1274,6486,5,Firefox
NA,12,8230,7053,3,Firefox
NA,16,9300,4724,4,Firefox
NA,7,3530,6054,3,Firefox
NA,5,3160,4175,3,Chrome
NA,2,1220,1646,1,Chrome
NA,12,8230,2530,2,Chrome
NA,17,9320,2471,3,Chrome
NA,13,9042,2062,3,Chrome
NA,18,9373,2816,6,Chrome
NA,16,9300,1453,5,Chrome
NA,9,6212,7399,2,Chrome
NA,3,1274,1475,1,Chrome
NA,14,9181,2569,4,Chrome
NA,20,9592,1611,1,Chrome
NA,15,9250,3356,6,Chrome
NA,4,2053,3789,3,Chrome
NA,11,6838,7392,2,Chrome
NA,8,3550.1,4149,4,Chrome
NA,1,1052,1339,1,Chrome
NA,6,3220,6172,1,Chrome
NA,7,3530,5124,3,Chrome
NA,10,6550,2587,2,Chrome
NA,19,9584,2161,2,Chrome
NA,2,1220,4495,7,Chrome
NA,7,3530,2132,7,Chrome
NA,14,9181,28346,7,Chrome
NA,3,1274,3169,7,Chrome
NA,19,9584,8384,4,Chrome
NA,11,6838,8801,4,Chrome
NA,10,6550,2729,7,Chrome
NA,5,3160,5641,4,Chrome
NA,12,8230,3452,1,Chrome
NA,16,9300,2432,7,Chrome
NA,8,3550.1,6003,4,Chrome
NA,18,9373,4788,4,Chrome
NA,15,9250,3158,4,Chrome
NA,13,9042,3697,4,Chrome
NA,9,6212,6659,1,Chrome
NA,6,3220,4402,1,Chrome
NA,20,9592,2578,1,Chrome
NA,17,9320,1864,4,Chrome
NA,4,2053,4560,1,Chrome
NA,1,1052,3441,1,Chrome
NA,12,8230,27933,4,Mozilla
NA,18,9373,5694,4,Mozilla
NA,4,2053,3012,6,Mozilla
NA,2,1220,1363,3,Mozilla
NA,8,3550.1,1030,4,Mozilla
NA,16,9300,923,3,Mozilla
NA,1,1052,349,4,Mozilla
NA,3,1274,621,3,Mozilla
NA,9,6212,439,3,Mozilla
NA,5,3160,666,3,Mozilla
NA,10,6550,694,4,Mozilla
NA,11,6838,488,3,Mozilla
NA,14,9181,442,4,Mozilla
NA,13,9042,463,3,Mozilla
NA,17,9320,440,4,Mozilla
NA,19,9584,530,3,Mozilla
NA,7,3530,570,4,Mozilla
NA,20,9592,409,3,Mozilla
NA,15,9250,577,4,Mozilla
NA,6,3220,425,3,Mozilla
NA,3,1274,9075,5,Chrome
NA,17,9320,1912,6,Chrome
NA,15,9250,2502,7,Chrome
NA,7,3530,5050,7,Chrome
NA,16,9300,2536,6,Chrome
NA,12,8230,4193,6,Chrome
NA,6,3220,5718,6,Chrome
NA,10,6550,8395,5,Chrome
NA,5,3160,4150,3,Chrome
NA,1,1052,5066,2,Chrome
NA,14,9181,7674,5,Chrome
NA,13,9042,5089,3,Chrome
NA,20,9592,4262,4,Chrome
NA,19,9584,3457,3,Chrome
NA,4,2053,6044,5,Chrome
NA,9,6212,4620,3,Chrome
NA,2,1220,3063,3,Chrome
NA,8,3550.1,5473,5,Chrome
NA,18,9373,5737,5,Chrome
NA,11,6838,3628,4,Chrome
NA,16,9300,3221,6,Chrome
NA,2,1220,1844,5,Chrome
NA,6,3220,3061,4,Chrome
NA,18,9373,7374,6,Chrome
NA,7,3530,2574,5,Chrome
NA,12,8230,1894,5,Chrome
NA,15,9250,2926,6,Chrome
NA,13,9042,2008,6,Chrome
NA,9,6212,2260,6,Chrome
NA,4,2053,1880,5,Chrome
NA,10,6550,2906,4,Chrome
NA,20,9592,1346,4,Chrome
NA,11,6838,4379,2,Chrome
NA,17,9320,1946,7,Chrome
NA,19,9584,2378,6,Chrome
NA,14,9181,2408,3,Chrome
NA,5,3160,2220,5,Chrome
NA,1,1052,1971,2,Chrome
NA,3,1274,1898,6,Chrome
NA,8,3550.1,1405,5,Chrome
NA,8,3550.1,3570,4,Chrome
NA,16,9300,3001,5,Chrome
NA,19,9584,2042,2,Chrome
NA,14,9181,4542,3,Chrome
NA,18,9373,1965,2,Chrome
NA,10,6550,1846,4,Chrome
NA,5,3160,3147,3,Chrome
NA,9,6212,4041,5,Chrome
NA,15,9250,3307,4,Chrome
NA,6,3220,3530,4,Chrome
NA,17,9320,2682,5,Chrome
NA,4,2053,1918,4,Chrome
NA,13,9042,3165,7,Chrome
NA,2,1220,2458,4,Chrome
NA,12,8230,2206,3,Chrome
NA,3,1274,2365,3,Chrome
NA,7,3530,2819,5,Chrome
NA,20,9592,1434,2,Chrome
NA,1,1052,1453,3,Chrome
NA,11,6838,3417,4,Chrome
NA,20,9592,2181,7,Mozilla
NA,6,3220,1693,6,Mozilla
NA,17,9320,1941,7,Mozilla
NA,3,1274,1229,7,Mozilla
NA,4,2053,543,5,Mozilla
NA,1,1052,1228,7,Mozilla
NA,9,6212,4240,6,Mozilla
NA,11,6838,2519,6,Mozilla
NA,13,9042,1945,3,Mozilla
NA,14,9181,2236,5,Mozilla
NA,16,9300,2051,7,Mozilla
NA,2,1220,1608,5,Mozilla
NA,10,6550,1841,7,Mozilla
NA,18,9373,1756,6,Mozilla
NA,5,3160,2146,7,Mozilla
NA,7,3530,1678,6,Mozilla
NA,8,3550.1,1236,6,Mozilla
NA,15,9250,2116,7,Mozilla
NA,19,9584,1604,4,Mozilla
