•ÈÀV1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Consent,Intro,mTurk ID,Age,Gender,Ethnicity,Country,Exper_text,Exper_rate_1,SS_text,SS_rate_1,SS_rate_2,SS_rate_3,SS_num,SS_time,IRQ_1,IRQ_2,IRQ_3,IRQ_4,IRQ_5,IRQ_6,IRQ_7,IRQ_8,IRQ_9,IRQ_10,IRQ_11,IRQ_12,IRQ_13,IRQ_14,IRQ_15,IRQ_16,ERQ_1,ERQ_2,ERQ_3,ERQ_4,ERQ_5,ERQ_6,ERQ_7,ERQ_8,ERQ_9,ERQ_10,BFI_E_1,BFI_E_2,BFI_E_3,BFI_E_4,BFI_E_5,BFI_E_6,BFI_E_7,BFI_E_8,TY,LocationLatitude,LocationLongitude,LocationAccuracy
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 7:56,10/10/14 8:06,1,1,1,NA,33,1,5,1,NA,4,NA,4,5,3,2,10,5,5,4,5,6,7,5,6,6,6,5,4,4,4,5,5,5,5,4,3,5,5,5,4,4,5,3,4,4,1,5,2,5,3,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 8:00,10/10/14 8:06,1,1,1,NA,35,2,5,1,NA,3,NA,7,7,7,2,15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,3,5,3,5,3,5,5,2,5,4,2,4,4,2,4,2,5,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 7:56,10/10/14 8:06,1,1,1,NA,30,1,4,1,NA,7,NA,7,7,4,700,2000,2,2,1,7,6,6,5,5,7,7,7,7,1,5,5,7,7,1,7,7,7,1,7,7,7,7,5,2,5,5,2,5,4,5,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 7:57,10/10/14 8:06,1,1,1,NA,20,2,5,1,NA,6,NA,5,5,5,2,25,6,6,5,5,7,6,7,4,6,6,5,6,7,7,6,7,4,4,4,3,4,3,4,4,5,4,4,3,4,3,3,4,4,4,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 8:00,10/10/14 8:06,1,1,1,NA,23,2,5,1,NA,5,NA,5,6,6,2,25,7,6,3,5,7,7,6,3,6,6,5,6,7,7,7,7,6,3,3,1,3,3,5,5,2,3,5,3,4,5,3,5,2,5,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 7:59,10/10/14 8:06,1,1,1,NA,38,1,2,1,NA,4,NA,4,4,4,1,7,3,4,4,4,5,5,4,4,4,3,5,5,4,4,4,4,5,5,5,4,5,4,5,4,4,5,2,4,3,2,4,3,4,3,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 7:59,10/10/14 8:06,1,1,1,NA,30,2,5,1,NA,7,NA,7,7,5,4,15,5,4,5,6,7,7,7,6,4,3,3,5,4,3,4,6,3,5,2,3,5,5,4,3,4,3,3,4,3,2,4,4,5,3,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 8:02,10/10/14 8:06,1,1,1,NA,26,2,5,1,NA,2,NA,6,6,6,1,70,3,3,3,4,5,5,5,5,4,3,3,5,4,4,3,5,2,6,3,5,3,4,3,3,4,4,2,4,3,3,5,2,5,2,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 8:00,10/10/14 8:07,1,1,1,NA,26,1,5,1,NA,5,NA,4,4,4,1,15,1,2,2,3,6,5,5,3,2,1,2,2,3,3,3,4,5,6,5,5,6,2,5,5,5,5,2,4,2,2,4,2,4,2,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 7:54,10/10/14 8:07,1,1,1,NA,25,1,5,1,NA,5,NA,6,4,4,3,5,4,4,4,4,5,5,5,4,4,4,4,4,5,4,5,5,5,5,5,4,5,5,5,5,5,5,4,3,4,4,3,4,3,4,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 7:57,10/10/14 8:07,1,1,1,NA,41,2,5,1,NA,4,NA,7,7,7,6,30,7,1,1,7,7,7,7,5,5,6,5,5,1,5,5,5,5,1,5,5,5,1,5,5,4,5,4,4,4,3,5,5,5,1,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 7:59,10/10/14 8:07,1,1,1,NA,54,2,5,1,NA,6,NA,7,7,6,3,60,5,5,4,4,5,5,5,5,4,5,4,5,2,4,4,4,5,4,5,3,5,4,5,6,3,5,4,3,4,4,3,4,4,4,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 8:02,10/10/14 8:08,1,1,1,NA,19,1,5,1,NA,5,NA,6,5,5,3,15,5,5,6,6,7,6,6,6,7,6,6,6,6,6,6,6,5,3,5,2,5,3,4,4,4,4,5,3,4,4,2,4,3,4,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 7:51,10/10/14 8:08,1,1,1,NA,67,2,5,1,NA,7,NA,3,3,4,1,20,6,5,6,5,7,6,7,5,4,7,5,7,5,6,6,5,6,1,5,5,6,1,5,6,1,5,2,4,4,3,4,1,4,3,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 7:59,10/10/14 8:08,1,1,1,NA,25,2,5,1,NA,6,NA,6,6,7,4,60,3,3,2,3,4,5,5,4,6,6,5,6,4,3,3,4,5,6,5,3,6,6,5,4,7,5,3,4,4,3,4,2,5,1,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 7:53,10/10/14 8:08,1,1,1,NA,39,2,5,1,NA,7,NA,7,7,5,5,210,6,5,5,5,7,7,6,5,4,4,4,6,2,4,3,5,5,5,5,2,3,4,5,5,5,5,1,5,2,2,5,1,5,1,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 7:59,10/10/14 8:08,1,1,1,NA,22,2,4,1,NA,6,NA,5,5,5,3,10,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 8:03,10/10/14 8:08,1,1,1,NA,49,2,5,1,NA,5,NA,5,6,6,1,20,5,6,5,5,4,5,5,6,4,6,5,5,5,4,4,6,5,6,5,5,4,5,6,4,3,5,3,2,4,4,2,4,4,4,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 7:58,10/10/14 8:08,1,1,1,NA,33,1,6,1,NA,6,NA,7,7,7,5,20,5,5,5,6,7,6,6,6,6,6,6,6,6,6,7,6,6,1,6,1,5,2,6,5,2,6,5,2,5,5,2,4,2,5,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 8:03,10/10/14 8:08,1,1,1,NA,32,1,5,1,NA,3,NA,7,7,5,1,3,6,5,6,7,7,7,7,7,7,7,7,7,4,7,7,7,7,1,7,1,7,1,7,7,1,7,4,1,4,4,1,4,1,4,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 8:01,10/10/14 8:08,1,1,1,NA,24,2,5,1,NA,5,NA,6,7,5,1,10,3,2,4,3,6,6,6,5,6,6,6,6,3,6,6,6,2,3,6,2,6,2,6,6,2,6,3,4,4,4,4,2,4,3,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 7:58,10/10/14 8:08,1,1,1,NA,32,2,5,1,NA,5,NA,5,4,4,3,25,6,5,6,6,6,7,5,6,6,7,6,7,4,5,5,6,3,4,4,5,4,4,5,4,5,5,1,5,2,1,5,2,5,1,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 7:59,10/10/14 8:08,1,1,1,NA,45,2,5,1,NA,4,NA,7,4,5,4,20,4,3,4,3,5,5,5,5,5,6,6,6,5,6,6,6,4,5,4,2,6,4,4,5,5,4,2,4,2,2,4,2,4,2,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 8:03,10/10/14 8:09,1,1,1,NA,33,2,7,1,NA,5,NA,6,6,6,4,10,5,5,4,5,5,6,5,5,5,4,6,5,6,5,5,6,6,4,5,4,5,5,4,5,5,5,3,3,4,3,3,4,3,4,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 8:02,10/10/14 8:09,1,1,1,NA,26,2,4,1,NA,6,NA,7,7,6,3,60,5,5,3,5,7,7,7,7,6,6,3,7,3,5,5,6,6,3,6,3,6,2,4,5,2,5,2,4,2,4,4,4,2,3,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 7:54,10/10/14 8:09,1,1,1,NA,24,1,2,1,NA,4,NA,6,6,6,2,10,3,5,3,2,5,5,5,3,5,5,5,5,6,6,6,6,3,5,5,3,5,3,3,5,6,5,5,2,4,5,2,5,2,5,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 8:01,10/10/14 8:09,1,1,1,NA,52,1,5,1,NA,2,NA,5,6,4,2,5,4,3,2,4,6,5,6,6,2,2,2,3,4,6,5,7,5,6,6,2,6,5,6,6,6,6,4,2,4,4,2,4,3,4,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 8:02,10/10/14 8:09,1,1,1,NA,28,2,5,1,NA,3,NA,1,4,3,1,15,2,3,1,3,5,4,6,5,5,7,4,5,6,5,7,7,5,5,5,1,5,4,5,5,5,5,3,4,3,4,4,3,4,3,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 8:00,10/10/14 8:09,1,1,1,NA,28,2,5,1,NA,2,NA,6,7,6,1,15,7,6,6,5,7,6,7,7,6,7,6,7,5,5,6,7,5,2,5,1,3,2,5,5,2,5,5,1,4,5,1,2,4,5,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 7:53,10/10/14 8:09,1,1,1,NA,34,2,5,1,NA,7,NA,7,7,7,3,200,7,6,6,7,7,7,7,7,7,7,7,7,6,6,6,6,6,1,6,6,6,1,6,6,1,6,4,1,4,4,1,4,1,4,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 8:07,10/10/14 8:10,1,1,1,NA,25,2,5,1,NA,7,NA,7,7,7,3,10,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,3,5,2,4,2,5,5,5,5,4,2,4,5,2,4,2,5,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 8:05,10/10/14 8:10,1,1,1,NA,27,2,5,1,NA,7,NA,7,7,7,1,10,4,5,5,5,7,7,7,7,5,7,5,7,5,4,5,5,7,3,5,3,5,3,5,5,3,5,3,4,1,2,4,3,5,3,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 7:43,10/10/14 8:10,1,1,1,NA,28,1,6,1,NA,5,NA,6,7,7,2,10,6,3,5,5,7,6,7,7,3,5,5,5,6,6,7,7,6,5,6,2,5,3,6,3,2,3,3,4,4,3,4,3,4,4,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 7:40,10/10/14 8:10,1,1,1,NA,37,2,4,1,NA,6,NA,6,6,1,2,50,5,5,6,6,7,7,6,6,6,7,6,7,3,6,6,6,6,5,6,2,6,4,6,6,3,6,2,4,1,2,4,2,4,2,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 8:02,10/10/14 8:10,1,1,1,NA,20,1,5,1,NA,6,NA,6,6,4,1,5,5,2,4,4,6,7,5,5,3,3,3,5,4,5,6,6,4,5,4,2,5,2,5,2,3,4,3,4,3,4,4,4,4,2,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 8:06,10/10/14 8:11,1,1,1,NA,18,1,5,1,NA,6,NA,6,6,6,2,120,2,2,2,2,5,5,4,4,2,2,2,2,3,3,3,3,3,6,6,5,5,6,4,5,5,5,2,4,2,2,5,2,4,1,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 7:59,10/10/14 8:11,1,1,1,NA,31,1,2,1,NA,4,NA,6,5,5,2,35,4,2,3,5,6,5,6,6,7,6,6,7,5,6,4,6,5,4,2,3,5,4,5,6,7,5,4,4,3,4,2,2,4,4,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 8:06,10/10/14 8:11,1,1,1,NA,29,1,5,1,NA,4,NA,5,6,4,3,60,3,2,1,4,6,4,4,5,4,3,2,4,4,6,5,6,4,6,6,2,7,4,5,6,5,6,4,3,3,3,2,5,2,4,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 8:06,10/10/14 8:11,1,1,1,NA,29,1,5,1,NA,5,NA,7,7,6,3,25,4,4,4,7,7,5,6,6,5,5,5,5,5,6,6,6,5,2,5,2,6,2,5,5,2,5,5,1,4,5,1,5,1,5,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 8:04,10/10/14 8:11,1,1,1,NA,35,1,5,1,NA,6,NA,6,6,5,2,60,3,2,2,2,5,5,5,4,3,4,4,3,4,3,3,4,3,5,3,3,6,4,5,5,3,4,3,4,3,3,4,3,4,2,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 8:01,10/10/14 8:11,1,1,1,NA,27,1,5,1,NA,4,NA,7,7,5,1,3,6,5,5,5,7,7,7,7,6,6,6,7,4,6,5,6,4,3,6,2,5,3,6,5,3,6,2,4,2,2,4,2,4,3,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 8:08,10/10/14 8:11,1,1,1,NA,24,1,5,1,NA,6,NA,7,7,7,2,10,4,4,4,4,3,4,4,4,2,4,4,4,3,3,3,3,4,5,4,5,4,4,4,4,4,4,2,4,2,2,4,2,4,2,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 8:01,10/10/14 8:11,1,1,1,NA,28,1,5,1,NA,3,NA,6,6,6,3,10,5,5,4,5,6,6,6,5,6,6,6,6,4,5,5,5,5,5,5,2,6,4,5,5,5,5,3,4,4,4,4,3,4,3,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 8:04,10/10/14 8:11,1,1,1,NA,27,2,5,1,NA,5,NA,6,7,6,2,20,6,5,7,5,7,7,6,7,6,7,5,6,5,6,6,6,5,3,5,1,4,2,5,5,4,5,5,1,4,4,1,4,1,4,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 8:00,10/10/14 8:11,1,1,1,NA,27,1,5,1,NA,3,NA,7,7,7,1,10,2,3,3,3,6,6,6,6,5,5,5,5,4,4,4,5,6,5,6,3,6,4,6,6,4,6,3,3,3,3,3,4,4,2,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 7:45,10/10/14 8:11,1,1,1,NA,41,1,5,1,NA,6,NA,6,7,6,1,20,5,5,4,5,5,5,5,5,4,3,3,3,2,3,5,4,5,5,5,3,5,6,5,5,5,5,2,4,2,1,5,2,5,1,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 8:02,10/10/14 8:11,1,1,1,NA,30,2,5,1,NA,4,NA,6,6,7,2,25,5,5,6,4,5,5,6,6,6,6,6,6,7,6,6,7,5,4,5,4,5,4,6,6,5,6,4,2,4,3,3,4,2,4,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 8:05,10/10/14 8:12,1,1,1,NA,30,1,5,1,NA,6,NA,6,5,5,2,500,2,2,3,3,5,5,5,4,5,6,6,5,3,2,3,3,6,5,4,3,5,5,6,5,4,5,2,5,4,4,5,2,4,3,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 8:05,10/10/14 8:12,1,1,1,NA,30,2,5,1,NA,5,NA,7,7,5,3,20,5,6,6,5,7,7,7,7,5,6,5,7,4,4,3,6,6,5,6,3,5,5,6,6,2,5,3,2,2,2,4,5,4,2,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 8:09,10/10/14 8:12,1,1,1,NA,23,2,5,1,NA,7,NA,7,6,1,10,60,1,1,1,1,6,6,6,2,7,7,7,7,4,5,5,5,6,3,6,1,6,2,6,6,4,6,4,3,5,4,2,5,4,4,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 8:04,10/10/14 8:12,1,1,1,NA,35,1,5,1,NA,4,NA,5,5,5,1,5,1,1,1,1,2,3,2,1,6,5,6,6,3,2,2,5,5,6,5,2,5,6,5,6,6,5,3,5,4,3,4,4,4,2,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 8:04,10/10/14 8:12,1,1,1,NA,38,1,5,1,NA,5,NA,2,2,1,2,60,3,3,4,5,6,5,6,2,5,5,4,5,5,6,6,6,6,4,6,3,6,5,6,6,3,6,3,4,3,4,4,4,3,4,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 8:09,10/10/14 8:12,1,1,1,NA,25,1,5,1,NA,3,NA,3,3,5,1,1,5,5,5,4,4,3,3,5,5,5,4,5,5,4,4,5,5,5,5,5,4,4,5,6,5,5,2,4,2,2,4,2,4,2,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 8:05,10/10/14 8:12,1,1,1,NA,23,2,5,1,NA,4,NA,7,7,7,2,5,6,2,4,5,6,6,6,6,6,6,6,7,7,7,7,7,7,4,4,1,7,7,7,7,1,4,1,5,5,1,5,1,5,2,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 7:54,10/10/14 8:13,1,1,1,NA,42,2,7,1,NA,7,NA,7,7,6,3,30,7,7,6,7,7,6,7,5,6,6,7,6,7,7,7,7,6,2,5,2,5,2,5,5,3,6,3,4,4,3,4,1,4,3,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 8:03,10/10/14 8:13,1,1,1,NA,55,2,5,1,NA,4,NA,7,7,7,8,90,3,3,3,2,6,6,6,5,5,5,3,5,1,5,5,7,6,5,6,1,6,3,7,6,5,7,5,2,5,5,2,4,4,4,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 8:08,10/10/14 8:13,1,1,1,NA,36,1,5,1,NA,3,NA,5,3,4,5,20,5,3,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,1,7,3,7,7,3,7,1,5,1,1,5,1,5,1,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 8:04,10/10/14 8:13,1,1,1,NA,63,1,5,1,NA,5,NA,6,5,4,1,3,5,5,4,4,5,5,5,5,5,5,4,5,4,4,4,4,4,3,4,3,5,3,5,5,3,5,3,3,4,3,3,4,3,2,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 8:00,10/10/14 8:13,1,1,1,NA,35,2,4,1,NA,3,NA,2,5,3,3,40,3,3,4,2,4,4,4,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,6,6,6,3,4,3,4,4,3,3,3,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 7:59,10/10/14 8:13,1,1,1,NA,51,2,5,1,NA,6,NA,7,6,5,8,120,4,4,2,5,6,6,6,5,4,4,4,6,4,5,5,5,5,4,5,2,5,2,5,5,2,5,2,4,2,2,4,3,4,2,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 8:00,10/10/14 8:13,1,1,1,NA,34,1,4,1,NA,4,NA,4,4,4,5,10,5,5,5,5,5,5,5,5,5,5,5,5,6,6,5,6,6,6,4,5,5,5,5,5,5,5,4,4,4,4,2,4,2,4,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 7:53,10/10/14 8:13,1,1,1,NA,35,1,5,1,NA,6,NA,1,1,1,1,5,2,3,2,5,6,6,6,6,4,5,3,4,2,3,4,3,2,3,3,6,4,5,2,2,2,3,2,4,2,2,4,2,4,2,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 8:07,10/10/14 8:13,1,1,1,NA,46,1,5,1,NA,7,NA,6,6,4,6,30,4,5,5,4,5,4,5,5,6,6,5,5,5,4,5,6,4,5,4,3,4,6,4,5,4,4,2,4,3,2,4,2,4,3,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 8:08,10/10/14 8:13,1,1,1,NA,34,1,5,1,NA,7,NA,7,7,5,5,20,6,6,7,6,7,6,6,7,6,5,6,7,4,5,5,6,4,3,5,2,5,4,5,5,2,5,4,2,4,4,2,3,2,4,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 8:07,10/10/14 8:14,1,1,1,NA,53,2,5,1,NA,4,NA,6,6,6,3,10,5,5,4,5,6,5,6,6,5,6,5,5,5,5,5,5,6,4,5,3,5,3,5,5,3,5,4,2,3,4,3,4,2,4,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 8:03,10/10/14 8:14,1,1,1,NA,35,1,5,1,NA,7,NA,6,6,6,0,0,3,1,2,2,5,3,3,3,2,2,2,4,3,5,4,4,6,6,6,3,6,5,6,6,4,6,3,3,4,4,3,4,3,3,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 8:08,10/10/14 8:14,1,1,1,NA,34,1,3,1,NA,7,NA,7,5,4,5,5,5,5,6,6,7,6,6,6,7,6,6,6,5,5,6,7,6,3,5,2,5,2,6,6,5,6,3,4,3,3,4,1,4,2,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 8:10,10/10/14 8:14,1,1,1,NA,28,2,4,1,NA,3,NA,5,5,5,1,5,1,1,1,1,2,4,4,4,1,1,1,1,1,1,1,1,1,7,6,4,5,5,4,4,4,6,1,5,1,1,5,3,4,1,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 7:59,10/10/14 8:15,1,1,1,NA,41,1,5,1,NA,7,NA,7,4,5,3,15,3,4,1,1,6,7,7,4,7,7,7,6,1,4,2,5,7,7,7,4,7,7,7,7,4,5,1,5,3,3,5,1,5,1,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 8:04,10/10/14 8:15,1,1,1,NA,27,1,5,1,NA,5,NA,3,5,2,1,15,3,4,2,2,5,2,2,3,5,6,2,5,6,5,6,6,5,2,6,3,5,2,5,6,3,5,4,1,4,4,2,4,2,5,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 8:10,10/10/14 8:15,1,1,1,NA,26,1,5,1,NA,7,NA,5,3,4,1,10,3,4,4,5,5,5,5,5,6,6,6,6,4,6,5,5,6,4,6,3,4,2,4,4,3,5,4,3,3,3,2,2,4,3,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 8:08,10/10/14 8:15,1,1,1,NA,39,1,7,1,NA,5,NA,5,6,6,1,10,5,6,5,4,6,6,5,6,5,6,6,5,6,5,5,6,5,6,5,4,6,6,5,6,6,5,2,5,3,3,5,3,4,4,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 8:07,10/10/14 8:15,1,1,1,NA,23,2,5,1,NA,5,NA,6,3,7,10,60,6,2,2,2,5,5,6,2,6,7,6,6,5,6,6,7,5,6,1,2,6,3,3,3,2,3,3,2,4,4,2,4,3,4,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 8:11,10/10/14 8:16,1,1,1,NA,46,1,5,1,NA,6,NA,2,1,1,4,50,3,2,5,3,5,6,6,6,6,6,6,6,3,3,3,4,3,5,6,2,6,5,5,6,4,6,5,2,2,3,1,4,2,4,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 8:05,10/10/14 8:16,1,1,1,NA,34,1,5,1,NA,6,NA,6,6,6,10,200,6,6,6,6,6,6,7,6,6,6,6,6,7,6,6,6,6,3,3,3,3,2,2,2,2,3,4,2,4,4,2,4,2,4,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 8:07,10/10/14 8:16,1,1,1,NA,34,2,5,1,NA,3,NA,6,6,6,7,40,4,5,5,6,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,3,5,2,6,6,5,5,2,4,3,3,5,2,5,2,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 8:01,10/10/14 8:16,1,1,1,NA,27,1,5,1,NA,6,NA,7,7,7,2,60,4,6,5,7,7,6,7,6,6,7,5,6,6,7,6,6,6,4,6,1,4,4,5,6,5,5,3,4,3,4,5,3,4,2,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 8:12,10/10/14 8:16,1,1,1,NA,28,1,5,1,NA,2,NA,5,6,5,2,15,4,4,5,5,6,6,6,6,4,4,5,6,4,5,5,6,5,3,5,3,6,3,5,5,4,5,4,2,5,4,2,4,2,5,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 8:07,10/10/14 8:16,1,1,1,NA,35,1,5,1,NA,3,NA,6,7,7,6,25,2,3,2,2,7,5,5,4,4,5,4,6,4,5,5,5,6,7,6,4,6,6,6,5,6,6,2,4,3,3,4,2,4,2,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 8:05,10/10/14 8:16,1,1,1,NA,21,2,5,1,NA,6,NA,4,5,4,1,30,5,3,3,3,6,6,6,5,5,6,5,6,6,6,6,6,6,5,6,2,6,2,5,5,4,5,2,4,4,4,5,1,4,3,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 7:53,10/10/14 8:16,1,1,1,NA,45,1,5,1,NA,5,NA,3,1,3,1,3,2,3,5,3,3,6,5,5,2,3,3,6,3,3,3,3,3,6,4,6,3,6,3,3,5,5,2,5,2,3,5,2,5,2,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 8:09,10/10/14 8:17,1,1,1,NA,26,2,5,1,NA,7,NA,5,6,6,2,10,6,5,6,6,6,6,6,6,7,7,7,7,7,7,7,7,6,2,6,1,5,1,5,5,1,1,5,2,4,4,2,5,4,4,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 8:10,10/10/14 8:17,1,1,1,NA,30,2,6,1,NA,7,NA,7,7,4,5,60,5,3,4,3,6,6,5,4,4,5,5,6,4,5,5,5,4,6,5,4,3,5,4,4,4,4,3,4,4,4,4,4,4,4,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 8:11,10/10/14 8:17,1,1,1,NA,38,2,5,1,NA,6,NA,6,7,4,3,60,6,7,5,5,6,6,7,7,6,6,7,7,5,6,6,6,6,2,5,1,6,2,6,6,3,6,5,4,5,5,1,2,2,5,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 8:12,10/10/14 8:17,1,1,1,NA,32,1,2,1,NA,3,NA,4,5,5,1,15,3,3,3,2,4,5,5,5,3,3,3,5,3,3,5,5,5,5,5,6,5,5,6,4,6,5,2,4,2,2,4,3,4,2,1,NA,NA,-1
NA,Default Response Set,Anonymous,,,NA,0,10/10/14 8:08,10/10/14 8:17,1,1,1,NA,60,2,5,1,NA,7,NA,7,6,5,1,20,3,3,5,5,6,6,6,4,5,5,5,5,6,6,6,7,6,2,6,2,6,2,6,5,2,6,4,2,3,3,2,4,2,3,1,NA,NA,-1
