ResponseID,ResponseSet,Name,ExternalDataReference,EmailAddress,IPAddress,Status,StartDate,EndDate,Finished,Description,mturkID,age,sex,ethnicity,country,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,StartDate2,EndDate2,rt
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:01,3/15/13 11:06,1,1,NA,23,1,5,1,5,5,2,3,6,5,3,2,3,1,3,2,5,6,5,3,3,5,3,3,3,2,2,1,2,2,2,3,3,2,1,2,2,3,2,3,3,1,5,3,2,2,5,3,3,2,1,1,2,5,5,2,5,2,3,2,3,2,2,5,5,5,5,5,5,5,1,3,2,7,5,3,2,2,3,2,2,3,3,2,3,3,2,3,2,2,1,3/15/13 11:01,3/15/13 11:06,5.766666667
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 10:48,3/15/13 11:07,1,1,NA,26,2,5,1,5,3,5,3,5,7,5,6,5,7,6,5,5,4,5,7,3,6,3,5,2,2,5,6,5,5,6,4,5,6,5,4,5,7,7,6,5,7,4,5,7,5,5,5,2,4,2,6,5,3,5,5,5,6,5,6,6,5,4,6,5,6,5,7,5,5,6,3,6,4,3,5,3,3,7,6,4,7,4,5,6,6,7,5,5,5,5,3/15/13 10:48,3/15/13 11:07,18.76666667
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 10:48,3/15/13 11:07,1,1,NA,42,1,5,1,6,5,5,6,6,6,4,5,6,5,5,5,6,5,7,4,4,3,5,5,5,4,4,5,5,5,5,1,6,6,5,5,5,6,6,6,6,5,6,6,6,4,6,6,5,5,6,5,5,6,6,5,5,5,6,6,6,5,4,6,3,6,6,6,6,6,6,6,5,6,5,6,5,6,6,4,5,6,5,5,5,6,6,5,6,3,5,3/15/13 10:48,3/15/13 11:07,18.45
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:00,3/15/13 11:07,1,1,NA,35,2,5,1,5,5,4,2,5,5,4,3,6,5,5,5,5,4,6,5,5,6,6,6,6,4,2,5,3,3,6,2,5,4,3,4,5,6,5,4,5,5,5,5,5,3,5,6,5,4,2,5,3,5,5,5,5,3,5,5,5,4,2,5,3,5,5,6,5,5,5,5,2,6,6,5,5,5,6,6,3,5,3,4,6,4,4,2,5,3,3,3/15/13 11:00,3/15/13 11:07,6.816666667
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 10:55,3/15/13 11:07,1,1,NA,25,1,5,1,5,5,5,6,6,6,4,5,5,5,5,3,5,5,5,5,5,2,3,2,7,2,5,6,4,6,5,2,6,3,2,5,5,6,6,5,6,5,6,5,6,5,6,6,3,5,5,4,3,3,5,6,5,5,6,4,6,5,3,6,3,7,6,6,6,5,6,5,1,5,3,3,2,5,7,5,5,5,5,6,6,5,5,6,5,5,1,3/15/13 10:55,3/15/13 11:07,11.76666667
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 10:54,3/15/13 11:07,1,1,NA,26,2,5,1,7,6,6,7,6,6,6,7,6,1,5,7,6,1,6,6,7,2,2,7,7,7,6,1,6,6,7,2,7,6,6,6,5,5,6,6,6,1,6,6,1,6,6,2,7,7,6,1,1,7,2,7,7,6,6,7,6,6,7,6,6,6,6,6,6,6,6,2,6,7,7,7,2,7,6,2,6,2,6,1,1,2,6,1,6,6,6,3/15/13 10:54,3/15/13 11:07,13.08333333
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 10:51,3/15/13 11:07,1,1,NA,51,1,5,1,5,5,2,3,4,6,5,4,5,6,5,6,7,5,5,6,2,6,5,4,5,3,5,6,3,4,4,3,6,4,3,2,4,5,4,5,6,6,4,4,7,4,4,4,2,3,2,6,4,2,6,6,3,3,7,4,5,2,4,5,3,5,4,7,6,5,5,4,5,3,4,5,4,3,6,5,3,6,3,5,5,5,3,5,3,2,5,3/15/13 10:51,3/15/13 11:07,16.3
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:01,3/15/13 11:07,1,1,NA,30,1,5,1,3,3,3,3,4,3,3,3,4,4,3,4,3,5,5,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,4,5,4,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,4,3,3,3,4,3,4,4,4,4,3,4,4,3,3,3,4,3,4,3,4,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3/15/13 11:01,3/15/13 11:07,6.15
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 10:59,3/15/13 11:08,1,1,NA,29,1,5,1,5,4,4,3,5,4,4,4,3,5,4,4,4,4,5,3,5,3,4,5,4,4,4,3,3,3,4,5,4,5,5,4,5,4,4,4,4,4,4,3,5,5,3,3,4,3,4,5,4,4,5,5,4,3,4,4,5,3,4,4,4,4,3,3,3,4,5,5,3,4,4,3,3,3,3,4,5,2,4,5,4,4,6,5,3,4,4,3/15/13 10:59,3/15/13 11:08,8.233333333
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:01,3/15/13 11:08,1,1,NA,24,1,2,1,2,5,3,3,5,5,5,5,5,5,5,5,5,5,6,5,3,5,3,2,5,3,5,5,3,3,2,2,3,3,2,3,3,3,6,2,5,5,5,3,6,2,3,3,2,2,3,5,1,2,3,3,2,2,5,2,3,3,5,3,3,5,3,5,3,3,3,3,2,6,6,3,3,3,5,2,3,5,2,5,3,2,5,3,3,2,2,3/15/13 11:01,3/15/13 11:08,6.2
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 10:55,3/15/13 11:08,1,1,NA,23,1,5,1,6,5,3,3,7,5,5,6,5,6,5,6,5,3,6,6,4,4,5,5,6,4,5,4,4,3,5,4,6,6,6,5,6,7,5,6,5,6,6,6,6,7,7,6,3,4,4,5,5,4,7,5,4,6,7,5,5,3,5,7,4,5,6,7,6,6,4,6,7,6,4,5,4,6,7,4,4,6,5,4,6,6,3,6,6,4,5,3/15/13 10:55,3/15/13 11:08,12.65
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 10:58,3/15/13 11:08,1,1,NA,41,2,2,1,5,2,1,2,4,6,4,4,5,2,6,6,3,5,6,5,1,3,3,2,3,1,1,3,2,2,3,1,3,3,3,2,3,6,5,3,3,3,3,3,7,1,6,2,1,2,2,2,3,2,3,3,5,2,5,3,1,3,3,6,4,5,3,6,3,5,3,5,3,4,2,5,2,2,5,3,2,5,2,5,3,3,2,4,2,2,5,3/15/13 10:58,3/15/13 11:08,10.66666667
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:02,3/15/13 11:08,1,1,NA,21,1,1,1,6,6,2,5,5,6,5,3,6,6,5,5,5,5,4,5,6,6,4,5,5,4,6,4,5,4,4,6,5,5,3,3,6,6,5,4,5,4,5,5,2,4,6,2,5,6,3,6,4,5,5,3,4,3,5,5,2,4,4,4,6,5,5,5,6,5,4,3,5,3,2,2,3,4,6,2,5,6,3,5,2,3,5,5,6,5,6,3/15/13 11:02,3/15/13 11:08,6.633333333
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 10:41,3/15/13 11:09,1,1,NA,25,2,5,1,6,5,5,5,6,6,6,5,6,5,5,5,4,6,5,4,4,3,3,4,4,4,5,6,5,6,3,3,5,5,5,6,4,5,5,5,5,5,4,5,5,5,5,3,3,4,5,5,4,3,2,3,2,6,6,3,5,6,5,5,5,6,5,6,5,5,5,4,4,3,3,2,3,2,5,3,6,6,5,6,2,3,6,5,6,5,5,3/15/13 10:41,3/15/13 11:09,28.08333333
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 10:53,3/15/13 11:09,1,1,NA,24,1,6,1,4,1,1,1,1,1,4,4,7,1,1,1,4,7,7,4,2,4,7,1,4,1,1,1,1,1,1,4,1,1,1,1,1,6,1,4,1,1,1,1,1,1,1,4,2,1,1,1,1,1,4,1,2,1,4,1,1,1,1,1,1,1,1,5,1,1,1,1,1,3,7,2,1,2,7,1,1,1,1,1,2,1,1,1,1,1,1,3/15/13 10:53,3/15/13 11:09,16.36666667
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 10:53,3/15/13 11:10,1,1,NA,37,2,5,1,5,5,3,4,5,6,4,5,6,4,5,5,6,5,6,5,4,5,6,6,7,3,5,4,3,2,7,5,4,4,2,3,6,6,4,5,5,4,5,4,5,3,5,4,3,4,1,5,4,3,4,5,5,3,4,5,4,2,3,4,2,5,3,5,3,4,5,6,1,6,3,5,5,5,4,3,3,5,3,3,2,4,5,2,4,2,3,3/15/13 10:53,3/15/13 11:10,16.73333333
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:03,3/15/13 11:10,1,1,NA,30,1,5,1,1,1,1,1,4,1,1,1,1,1,1,1,1,7,6,1,1,3,3,1,7,2,1,1,1,1,2,2,1,1,1,1,1,6,1,1,1,4,1,1,1,1,1,2,1,1,1,1,2,2,4,1,2,1,1,2,1,1,4,1,1,1,2,5,1,2,1,4,1,3,6,2,1,6,1,2,1,1,1,1,2,1,6,1,1,1,1,3/15/13 11:03,3/15/13 11:10,7.433333333
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 10:59,3/15/13 11:10,1,1,NA,39,2,6,1,6,5,4,6,5,7,5,5,7,6,7,5,6,5,7,5,5,5,4,6,5,5,6,5,6,4,5,3,5,5,4,6,5,6,6,5,5,5,5,5,5,5,7,5,3,3,5,5,3,2,3,5,6,3,6,5,5,5,5,6,2,6,5,6,5,6,5,5,6,7,3,6,3,6,5,3,5,5,3,6,4,7,5,5,5,5,2,3/15/13 10:59,3/15/13 11:10,11.45
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:06,3/15/13 11:11,1,1,NA,23,1,5,1,4,5,4,4,4,4,4,5,4,4,5,5,5,5,6,5,3,4,5,3,5,3,4,5,4,4,3,2,4,4,4,5,4,4,4,4,5,5,5,4,5,5,4,5,3,3,4,4,3,4,4,5,4,4,6,4,5,4,4,4,5,5,4,4,4,4,5,4,4,4,4,3,3,4,6,5,4,5,3,5,4,4,4,4,4,5,3,3/15/13 11:06,3/15/13 11:11,5.383333333
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:01,3/15/13 11:11,1,1,NA,34,2,7,1,6,6,5,5,6,6,4,6,6,5,6,6,6,5,6,6,5,6,4,3,5,4,6,6,5,5,6,6,5,5,4,5,5,5,6,6,6,6,5,6,6,5,6,5,5,5,3,6,6,5,5,5,6,6,6,6,6,5,3,5,6,6,6,6,6,6,6,5,4,6,6,5,5,6,6,6,6,6,5,5,5,6,6,5,6,4,2,3/15/13 11:01,3/15/13 11:11,10.01666667
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 10:51,3/15/13 11:11,1,1,NA,31,1,4,1,6,6,1,1,5,6,6,3,6,5,5,6,5,7,7,6,7,7,7,7,7,4,4,4,2,1,4,4,4,5,1,1,4,1,6,5,6,1,5,7,1,1,5,7,1,4,5,5,2,1,4,5,2,1,4,4,4,1,1,5,1,5,4,4,4,5,5,3,1,7,3,7,7,4,5,4,1,5,1,5,5,1,2,5,1,1,4,3/15/13 10:51,3/15/13 11:11,20.61666667
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 10:58,3/15/13 11:12,1,1,NA,21,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,3,4,1,1,1,1,1,1,1,2,3,1,1,4,1,1,1,5,2,1,1,1,3,1,3,1,1,1,2,1,1,1,1,1,2,1,1,1,3,2,1,1,1,1,1,1,3/15/13 10:58,3/15/13 11:12,13.45
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:05,3/15/13 11:12,1,1,NA,21,2,2,1,6,4,6,6,4,6,6,6,6,6,6,5,5,5,5,6,5,4,5,2,3,4,4,5,5,5,4,4,5,6,5,5,5,5,6,5,6,5,5,6,5,5,5,4,4,5,5,5,3,4,2,3,5,6,5,4,6,6,5,6,5,6,6,5,5,6,6,4,4,4,3,5,2,3,5,3,7,5,5,6,5,4,6,5,6,5,5,3/15/13 11:05,3/15/13 11:12,6.5
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:04,3/15/13 11:12,1,1,NA,22,1,5,1,5,5,3,2,5,6,5,3,4,3,5,4,6,6,5,3,3,5,4,5,3,2,1,5,3,2,1,2,4,3,2,5,5,6,3,5,5,5,6,5,5,3,5,5,3,3,3,4,2,2,5,5,5,5,6,5,5,5,6,5,6,6,4,5,4,5,4,4,5,6,3,5,5,3,6,6,5,6,5,3,6,5,3,5,3,1,3,3/15/13 11:04,3/15/13 11:12,7.866666667
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:04,3/15/13 11:12,1,1,NA,30,1,5,1,5,3,2,3,4,5,3,3,5,3,5,3,5,5,6,3,3,4,4,5,5,3,4,3,3,2,3,2,5,3,4,3,5,3,2,5,5,2,5,5,3,5,6,5,2,3,3,3,3,3,4,5,6,2,5,5,2,2,2,6,3,5,5,6,3,5,3,6,3,5,5,5,5,2,4,3,3,6,3,4,3,3,2,2,3,3,2,3/15/13 11:04,3/15/13 11:12,8.333333333
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 10:56,3/15/13 11:12,1,1,NA,21,1,5,1,3,3,2,3,3,5,3,2,5,3,5,3,5,6,5,5,2,4,3,2,3,3,5,2,2,2,3,2,2,5,2,2,3,5,3,3,2,3,2,3,3,2,3,5,3,3,2,3,3,3,5,5,3,2,5,3,3,3,6,5,6,5,5,6,2,5,2,5,2,5,5,5,3,3,6,6,2,6,2,2,5,5,3,5,3,1,1,3/15/13 10:56,3/15/13 11:12,16.33333333
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 10:57,3/15/13 11:12,1,1,NA,19,2,4,1,5,3,3,2,5,5,6,3,5,6,4,5,6,6,7,6,2,5,4,7,3,3,5,5,2,3,4,2,4,4,3,2,2,3,5,3,4,4,4,3,6,2,6,4,2,3,1,4,3,2,4,3,3,2,4,4,3,2,6,5,6,7,4,6,4,4,4,5,5,4,3,4,3,3,6,6,4,6,3,1,6,4,3,5,5,2,6,3/15/13 10:57,3/15/13 11:12,14.71666667
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:03,3/15/13 11:12,1,1,NA,18,1,2,1,5,4,5,3,4,5,5,4,5,4,5,4,5,4,5,5,5,5,4,4,4,3,3,3,3,3,4,4,5,5,5,3,3,4,4,4,5,4,5,5,4,5,5,5,5,4,4,4,4,4,3,5,4,3,3,4,4,4,5,5,4,5,4,5,5,5,4,4,3,4,4,3,3,4,4,3,5,5,4,4,3,4,4,3,4,3,4,3/15/13 11:03,3/15/13 11:12,9.133333333
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 10:54,3/15/13 11:12,1,1,NA,35,1,5,1,5,5,4,4,5,6,5,4,5,5,6,4,6,3,4,4,3,4,4,4,4,3,6,5,3,3,4,3,6,3,5,5,4,6,2,6,5,5,5,6,4,5,6,6,2,3,3,4,4,3,3,6,5,4,6,3,5,4,5,6,5,6,6,6,4,6,5,4,5,4,3,6,5,3,6,4,3,5,5,3,6,3,5,2,4,3,6,3/15/13 10:54,3/15/13 11:12,18.4
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:06,3/15/13 11:12,1,1,NA,19,1,10,1,4,3,4,4,5,4,4,5,4,4,4,4,3,4,4,4,4,4,3,3,4,4,4,4,4,3,3,3,5,4,3,4,4,4,4,5,4,5,5,4,5,4,5,5,3,3,4,3,4,3,4,4,5,5,3,3,4,3,5,4,4,4,4,4,5,4,3,4,3,5,4,5,3,4,4,4,3,5,4,4,4,4,3,4,3,4,4,3/15/13 11:06,3/15/13 11:12,6.733333333
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:03,3/15/13 11:12,1,1,NA,22,1,5,1,7,7,1,7,7,7,1,7,7,1,7,7,7,7,7,7,7,1,1,7,7,7,1,7,7,7,1,1,7,7,7,1,7,7,7,7,7,7,7,7,7,1,7,7,1,7,1,7,1,1,7,1,1,7,5,1,7,1,1,7,1,1,7,7,7,7,7,1,1,1,7,7,1,1,7,1,1,7,7,1,1,7,7,7,7,1,1,3/15/13 11:03,3/15/13 11:12,9.933333333
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:06,3/15/13 11:13,1,1,NA,30,1,5,1,5,4,3,3,5,5,4,4,5,5,5,5,4,6,5,5,2,5,4,3,2,3,4,5,4,4,5,3,5,4,5,4,5,5,5,5,4,5,5,4,6,4,5,5,4,3,3,5,5,5,6,5,5,4,5,5,4,4,4,5,3,5,5,5,5,6,5,5,3,5,5,5,5,6,5,4,5,5,4,5,5,4,5,5,6,4,3,3/15/13 11:06,3/15/13 11:13,6.916666667
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:03,3/15/13 11:13,1,1,NA,27,1,5,1,6,5,5,4,5,6,6,5,5,6,5,6,6,3,6,6,6,5,5,5,6,5,5,5,5,6,5,5,5,6,5,4,5,5,6,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,6,5,5,4,6,3,5,5,5,5,5,5,3,5,5,5,5,3,5,6,5,5,5,6,5,6,5,5,6,5,5,5,3/15/13 11:03,3/15/13 11:13,9.95
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:06,3/15/13 11:13,1,1,NA,29,2,6,1,7,6,6,6,6,7,2,2,6,6,6,6,6,2,6,6,5,6,6,6,6,6,6,6,6,6,5,6,6,7,6,6,6,5,7,6,6,6,6,7,6,2,6,6,6,6,6,5,6,6,5,6,6,6,6,6,7,6,6,6,2,7,6,7,7,6,6,2,2,6,6,6,5,6,5,4,6,6,6,5,4,5,6,4,7,5,5,3/15/13 11:06,3/15/13 11:13,6.733333333
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:04,3/15/13 11:13,1,1,NA,23,2,5,1,2,3,2,2,4,1,4,1,2,5,2,4,4,4,4,2,1,6,1,1,1,1,4,5,2,2,4,1,2,4,4,2,5,2,3,3,4,5,1,4,5,2,5,1,3,3,4,4,5,3,6,6,2,2,3,3,4,2,4,3,5,5,5,5,4,4,2,2,6,3,5,2,3,4,2,4,4,6,3,6,3,5,2,4,4,2,2,3/15/13 11:04,3/15/13 11:13,8.8
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 10:58,3/15/13 11:13,1,1,NA,26,2,9,1,6,6,6,6,7,7,7,7,7,5,7,7,6,5,7,7,6,6,6,6,7,6,6,4,4,6,6,3,6,5,6,5,6,3,6,6,6,7,6,6,6,5,6,6,2,6,3,6,2,2,5,6,7,3,6,6,7,4,2,6,2,6,6,7,7,6,6,3,3,6,5,6,3,6,6,2,6,7,2,6,2,6,3,2,7,5,1,3/15/13 10:58,3/15/13 11:13,15.06666667
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:07,3/15/13 11:13,1,1,NA,26,1,2,1,6,6,5,5,6,6,6,5,6,5,6,6,7,2,6,6,6,5,5,5,5,5,5,5,6,6,6,4,6,5,5,6,6,5,6,6,6,5,5,6,6,5,5,6,6,5,6,5,5,4,5,6,6,6,6,5,6,5,5,6,5,6,6,6,6,6,6,5,6,4,3,6,5,6,7,4,5,6,5,6,5,5,4,6,6,6,5,3/15/13 11:07,3/15/13 11:13,6
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:02,3/15/13 11:14,1,1,NA,20,1,5,1,3,3,2,3,5,3,3,3,3,5,3,5,4,5,4,3,2,5,3,2,4,3,4,3,5,4,3,4,3,5,2,2,3,4,3,3,5,3,3,4,4,5,5,5,3,3,3,2,3,5,3,3,3,2,3,4,4,3,3,4,6,3,5,5,3,5,3,6,4,3,3,3,3,2,4,3,2,4,4,3,2,3,2,3,5,3,3,3/15/13 11:02,3/15/13 11:14,11.08333333
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:01,3/15/13 11:14,1,1,NA,43,1,5,1,3,2,2,5,2,3,1,2,3,2,3,3,3,6,3,2,1,2,3,2,2,2,2,2,2,2,2,1,3,2,2,2,3,4,2,3,3,2,3,3,3,2,3,5,2,2,2,2,2,2,2,3,3,3,3,2,2,2,5,2,4,3,4,4,2,3,3,3,3,4,3,3,2,2,5,3,2,4,2,2,4,3,2,2,3,2,2,3/15/13 11:01,3/15/13 11:14,12.15
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 10:53,3/15/13 11:14,1,1,NA,29,2,5,1,5,3,5,4,4,5,5,2,5,5,5,5,4,5,5,6,2,3,6,3,5,1,2,4,5,5,3,3,3,2,2,5,3,6,3,4,5,5,5,3,5,3,5,3,3,2,3,5,2,3,5,6,4,5,6,3,3,3,4,4,5,5,5,5,5,5,5,3,5,3,4,3,4,3,6,4,3,6,2,5,6,5,3,5,5,3,5,3/15/13 10:53,3/15/13 11:14,20.8
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:00,3/15/13 11:14,1,1,NA,54,2,5,1,6,4,5,2,5,4,1,2,5,5,5,5,5,5,5,5,2,3,3,3,2,2,5,3,2,3,3,1,3,3,3,2,5,6,3,5,5,6,6,5,6,3,5,3,3,2,2,3,3,3,6,3,3,2,5,3,2,3,5,5,5,5,6,6,2,6,3,4,5,3,2,3,4,3,7,3,2,6,3,3,5,5,5,3,4,2,5,3/15/13 11:00,3/15/13 11:14,14.03333333
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:04,3/15/13 11:14,1,1,NA,25,1,5,1,3,4,4,4,4,5,3,4,4,4,4,4,5,4,5,3,3,4,5,3,5,3,3,5,4,4,4,2,3,3,3,5,3,3,3,4,4,5,4,3,4,4,3,4,2,2,4,4,2,4,2,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,5,4,3,3,4,4,5,2,5,4,3,4,4,4,4,3,2,4,4,4,2,3/15/13 11:04,3/15/13 11:14,9.866666667
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 10:54,3/15/13 11:15,1,1,NA,24,1,5,1,5,5,2,3,6,3,5,3,6,5,3,3,6,5,5,5,2,6,5,3,5,3,5,2,3,3,3,3,3,3,3,2,2,5,3,5,3,6,2,5,6,3,5,3,2,2,2,3,2,2,3,5,2,2,5,3,3,5,5,5,7,6,3,6,5,6,3,5,2,6,2,3,3,2,6,5,3,5,3,2,3,2,2,2,5,2,2,3/15/13 10:54,3/15/13 11:15,20.93333333
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 10:53,3/15/13 11:15,1,1,NA,61,2,10,1,7,5,4,1,5,7,4,5,7,4,7,6,6,5,7,4,7,7,7,5,7,7,6,4,2,5,4,7,5,5,5,5,6,6,6,6,5,5,5,5,4,4,4,7,7,7,1,5,7,3,7,7,7,3,5,5,5,6,2,5,1,6,5,6,5,5,4,7,3,7,7,6,3,7,5,4,5,5,2,4,5,3,6,4,5,2,3,3/15/13 10:53,3/15/13 11:15,21.31666667
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:04,3/15/13 11:15,1,1,NA,52,1,5,1,5,3,2,2,4,5,3,5,5,4,5,4,4,5,5,4,2,3,4,3,6,3,4,2,2,2,2,2,3,3,2,2,3,4,4,2,3,3,4,3,4,2,4,4,2,3,3,3,2,3,3,3,3,2,4,2,3,2,5,5,5,3,4,5,2,3,4,4,2,4,3,3,2,3,4,3,3,5,2,3,3,3,4,2,3,2,2,3/15/13 11:04,3/15/13 11:15,11.1
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:05,3/15/13 11:15,1,1,NA,36,1,5,1,5,5,4,5,6,5,5,6,5,4,5,5,5,5,6,6,5,5,5,5,5,5,5,4,4,5,5,5,5,6,5,4,5,5,5,5,5,4,5,5,5,4,5,5,4,4,5,4,5,5,5,5,5,5,4,5,4,5,4,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,4,4,5,4,5,2,5,3,3,3/15/13 11:05,3/15/13 11:15,10.33333333
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:03,3/15/13 11:15,1,1,NA,34,1,5,1,5,5,5,5,5,6,6,5,6,6,5,5,6,6,6,5,2,2,5,3,2,2,5,5,6,5,4,2,6,7,6,6,5,5,6,6,5,6,5,5,7,4,6,3,2,3,6,5,2,2,3,3,3,5,5,2,5,5,4,5,6,5,5,5,6,6,5,4,6,3,2,2,2,3,6,2,5,5,6,7,3,3,6,5,5,5,5,3/15/13 11:03,3/15/13 11:15,11.8
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:04,3/15/13 11:15,1,1,NA,21,1,6,1,5,4,4,5,6,5,6,5,6,4,5,5,5,6,6,6,4,4,4,3,3,3,5,3,4,4,4,2,5,4,4,4,6,5,5,5,5,5,5,5,5,5,5,4,3,3,4,5,2,4,4,4,4,5,6,3,5,5,6,6,6,6,6,6,4,6,4,3,5,3,2,5,5,4,6,5,5,6,5,5,5,4,3,6,4,6,6,3/15/13 11:04,3/15/13 11:15,11.85
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:07,3/15/13 11:15,1,1,NA,23,2,5,1,5,5,3,3,6,5,3,3,6,5,6,5,6,3,5,5,5,5,5,5,3,5,5,6,5,5,5,4,5,6,6,6,3,6,6,5,5,6,6,6,6,5,6,5,3,5,4,6,5,4,5,5,5,6,6,5,5,5,3,5,6,6,5,6,6,7,5,3,6,5,5,5,5,4,7,5,5,6,3,5,6,4,5,6,6,3,1,3/15/13 11:07,3/15/13 11:15,8.55
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:08,3/15/13 11:16,1,1,NA,22,2,5,1,2,1,1,1,2,5,4,3,4,2,2,1,5,6,6,6,2,6,1,1,2,1,3,4,2,1,3,2,2,2,2,5,4,7,2,1,2,5,1,1,6,2,6,1,1,1,3,3,1,2,4,2,2,2,5,1,2,2,2,3,7,5,3,4,5,2,3,3,2,1,2,1,2,1,7,6,2,4,2,2,5,2,2,2,3,1,2,3/15/13 11:08,3/15/13 11:16,7.966666667
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:10,3/15/13 11:16,1,1,NA,28,1,2,1,4,5,5,5,6,5,5,6,6,4,5,5,5,4,5,6,3,5,4,3,4,3,5,5,6,6,2,4,5,5,4,5,5,6,5,5,5,4,6,5,5,6,6,3,2,3,4,5,3,3,4,5,2,5,6,3,5,5,6,5,5,6,5,5,5,6,5,2,6,4,3,5,5,3,6,3,5,5,6,5,2,2,5,4,4,5,6,3/15/13 11:10,3/15/13 11:16,5.466666667
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:06,3/15/13 11:16,1,1,NA,29,1,5,1,3,2,1,3,5,4,6,1,3,1,3,3,2,5,4,2,2,2,1,5,2,1,4,2,2,3,2,1,4,1,1,3,4,4,3,4,3,1,3,3,5,4,5,6,2,2,1,1,3,2,5,1,2,3,3,2,4,2,6,4,7,5,5,5,3,5,2,6,2,3,3,2,2,1,2,2,2,2,4,1,1,1,4,1,2,1,2,3/15/13 11:06,3/15/13 11:16,10
